title,authors,year,venue,abstract,Full abstract,citations,url,query,Column 1,Column 2,Column 3,Column 4,Column 5,Column 6,Column 7,Column 8,Column 9,Column 10,Column 11,Column 12,Column 13,Column 14,Column 15,Column 16
Supply-chain vulnerability elimination via active learning and regeneration,"['N Vasilakis', 'A Benetopoulos', 'S Handa']",2021,… and Communications …,"Software supply-chain attacks target components that are integrated into client applications.  Such  To perform timeline-accurate supply-chain attacks, we set up a private registry using","Software supply-chain attacks target components that are integrated into client applications. Such attacks often target widely-used components, with the attack taking place via operations (for example, file system or network accesses) that do not affect those aspects of component behavior that the client observes. We propose new active library learning and regeneration (ALR) techniques for inferring and regenerating the client-observable behavior of software components. Using increasingly sophisticated rounds of exploration, ALR generates inputs, provides these inputs to the component, and observes the resulting outputs to infer a model of the component's behavior as a program in a domain-specific language. We present Harp, an ALR system for string processing components. We apply Harp to successfully infer and regenerate string-processing components written in JavaScript and C/C++. Our results indicate that, in the majority of cases, Harp completes the regeneration in less than a minute, remains fully compatible with the original library, and delivers performance indistinguishable from the original library. We also demonstrate that Harp can eliminate vulnerabilities associated with libraries targeted in several highly visible security incidents, specifically event-stream, left-pad, and string-compare.",31,https://dl.acm.org/doi/abs/10.1145/3460120.3484736,"""supply chain"" source:""Conference on Computer and Communications Security""",,,,,,,,,,,,,,,,
Test Suites Guided Vulnerability Validation for Node. js Applications,"['C Luo', 'P Li', 'W Meng', 'C Zhang']",2024,… Computer and Communications Security,"leads to high risk to the software supply chain due to NPM packages’ dependencies on   vulnerabilities (eg, injection vulnerabilities and supply chain attacks) in NPM packages [29,","Dynamic methods have shown great promise in validating vulnerabilities and generating Proof-of-Concept (PoC) exploits of Node.js applications. They typically rely on dictionaries or specifications to determine the values of request parameters and their relationships. However, they still struggle to generate complex inputs from the provided dictionaries or specifications.
This work introduces a novel approach that utilizes existing test suites to automatically generate end-to-end application inputs for vulnerability validation. Our key observation is that Node.js applications often provide comprehensive test suites - in our study, the unit testing code can cover an average of 85% of application code - which can hardly be achieved by existing dynamic methods. We thus design a new system, JSGo, that leverages test suites to construct end-to-end test inputs. Since test suites directly invoke application code instead of issuing requests from client-accessible entry points, we cannot simply transform test suites into application inputs. We instead propose a novel trace-guided mutation mechanism based on concolic execution.
Our evaluation demonstrates that JSGo could reproduce 20 out of 26 known vulnerabilities, which significantly outperformed the state-of-the-art methods Restler, Miner, Witcher, and Burp by 10, 12, 11, 10 more cases, respectively. We also applied JSGo to validate static analysis results in popular Node.js applications such as hexo. It successfully validated seven vulnerabilities, two of which have been patched because of our reports.",0,https://dl.acm.org/doi/abs/10.1145/3658644.3690332,"""supply chain"" source:""Conference on Computer and Communications Security""",,,,,,,,,,,,,,,,
The janus interface: How fine-tuning in large language models amplifies the privacy risks,"['X Chen', 'S Tang', 'R Zhu', 'S Yan', 'L Jin', 'Z Wang']",2024,… and Communications …,"Additionally, LLM supply chain [11, 47] employs techniques like RLHF [10] to prevent the   However, in the modern supply chain of Machine Learning as a Service (MLaaS), LLMs often","The rapid advancements of large language models (LLMs) have raised public concerns about the privacy leakage of personally identifiable information (PII) within their extensive training datasets. Recent studies have demonstrated that an adversary could extract highly sensitive privacy data from the training data of LLMs with carefully designed prompts. However, these attacks suffer from the model's tendency to hallucinate and catastrophic forgetting (CF) in the pre-training stage, rendering the veracity of divulged PIIs negligible. In our research, we propose a novel attack, Janus, which exploits the fine-tuning interface to recover forgotten PIIs from the pre-training data in LLMs. We formalize the privacy leakage problem in LLMs and explain why forgotten PIIs can be recovered through empirical analysis on open-source language models. Based upon these insights, we evaluate the performance of Janus on both open-source language models and two latest LLMs, i.e., GPT-3.5-Turbo and LLaMA-2-7b. Our experiment results show that Janus amplifies the privacy risks by over 10 times in comparison with the baseline and significantly outperforms the state-of-the-art privacy extraction attacks including prefix attacks and in-context learning (ICL). Furthermore, our analysis validates that existing fine-tuning APIs provided by OpenAI and Azure AI Studio are susceptible to our Janus attack, allowing an adversary to conduct such an attack at a low cost.",15,https://dl.acm.org/doi/abs/10.1145/3658644.3690325,"""supply chain"" source:""Conference on Computer and Communications Security""",,,,,,,,,,,,,,,,
The ring of gyges: Investigating the future of criminal smart contracts,"['A Juels', 'A Kosba', 'E Shi']",2016,… on Computer and Communications Security,"Thanks to their anonymity (pseudonymity) and elimination of trusted intermediaries,  cryptocurrencies such as Bitcoin have created or stimulated growth in many businesses and","Thanks to their anonymity (pseudonymity) and elimination of trusted intermediaries, cryptocurrencies such as Bitcoin have created or stimulated growth in many businesses and communities. Unfortunately, some of these are criminal, e.g., money laundering, illicit marketplaces, and ransomware. Next-generation cryptocurrencies such as Ethereum will include rich scripting languages in support of smart contracts, programs that autonomously intermediate transactions. In this paper, we explore the risk of smart contracts fueling new criminal ecosystems. Specifically, we show how what we call criminal smart contracts (CSCs) can facilitate leakage of confidential information, theft of cryptographic keys, and various real-world crimes (murder, arson, terrorism).
We show that CSCs for leakage of secrets (a la Wikileaks) are efficiently realizable in existing scripting languages such as that in Ethereum. We show that CSCs for theft of cryptographic keys can be achieved using primitives, such as Succinct Non-interactive ARguments of Knowledge (SNARKs), that are already expressible in these languages and for which efficient supporting language extensions are anticipated. We show similarly that authenticated data feeds, an emerging feature of smart contract systems, can facilitate CSCs for real-world crimes (e.g., property crimes).
Our results highlight the urgency of creating policy and technical safeguards against CSCs in order to realize the promise of smart contracts for beneficial goals.",281,https://dl.acm.org/doi/abs/10.1145/2976749.2978362,"""supply chain"" source:""Conference on Computer and Communications Security""",,,,,,,,,,,,,,,,
Toward Understanding the Security of Plugins in Continuous Integration Services,"['X Li', 'Y Gu', 'C Qiao', 'Z Zhang', 'D Liu', 'L Ying']",2024,… and Communications …,"We investigate several weak links in the CI plugin ecosystem that could potentially cause  security risks, enabling attackers to perform various software supply chain attacks such as code","Mainstream Continuous Integration (CI) platforms have provided the plugin functionality to accelerate the development of CI pipelines. Unfortunately, CI plugins, which are essentially reusable code snippets, also expose new attack surfaces as plugins might be developed by less trusted users. In this paper, we present an in-depth study to understand potential security risks in existing CI plugins. We conduct a comprehensive analysis of plugin implementations on four mainstream CI platforms (GitHub Actions, GitLab CI, CircleCI, and Azure Pipelines), and investigate several weak links in existing plugin distributions and isolation mechanisms. We investigate seven attack vectors that can enable attackers to hijack plugins and distribute malicious code without plugins users being aware, and further exploit hijacked plugins to manipulate the workflow execution. Additionally, we find that plugin dependency (a plugin references other plugins) might further amplify the attack impact of our disclosed attacks. To evaluate the potential impact, we conduct a large-scale measurement on GitHub and GitLab, covering a total of 1,328,912 repositories using the aforementioned CI platforms. Our measurement results show that a large number of repositories and existing plugins, including many widely used ones, are potentially vulnerable to the proposed attacks. We have duly reported the identified vulnerabilities and received positive responses.",0,https://dl.acm.org/doi/abs/10.1145/3658644.3670366,"""supply chain"" source:""Conference on Computer and Communications Security""",,,,,,,,,,,,,,,,
Towards using source code repositories to identify software supply chain attacks,"['DL Vu', 'I Pashchenko', 'F Massacci', 'H Plate']",2020,… communications security,"Increasing popularity of third-party package repositories, like NPM, PyPI, or RubyGems,  makes them an attractive target for software supply chain attacks. By injecting malicious code","Increasing popularity of third-party package repositories, like NPM, PyPI, or RubyGems, makes them an attractive target for software supply chain attacks. By injecting malicious code into legitimate packages, attackers were known to gain more than 100,000 downloads of compromised packages. Current approaches for identifying malicious payloads are resource demanding. Therefore, they might not be applicable for the on-the-fly detection of suspicious artifacts being uploaded to the package repository. In this respect, we propose to use source code repositories (e.g., those in Github) for detecting injections into the distributed artifacts of a package. Our preliminary evaluation demonstrates that the proposed approach captures known attacks when malicious code was injected into PyPI packages. The analysis of the 2666 software artifacts (from all versions of the top ten most downloaded Python packages in PyPI) suggests that the technique is suitable for lightweight analysis of real-world packages.",72,https://dl.acm.org/doi/abs/10.1145/3372297.3420015,"""supply chain"" source:""Conference on Computer and Communications Security""",,,,,,,,,,,,,,,,
Trick or heat? Manipulating critical temperature-based control systems using rectification attacks,"['Y Tu', 'S Rampazzi', 'B Hao', 'A Rodriguez', 'K Fu']",2019,… and Communications …,"Temperature sensing and control systems are widely used in the closed-loop control of  critical processes such as maintaining the thermal stability of patients, or in alarm systems for","Temperature sensing and control systems are widely used in the closed-loop control of critical processes such as maintaining the thermal stability of patients, or in alarm systems for detecting temperature-related hazards. However, the security of these systems has yet to be completely explored, leaving potential attack surfaces that can be exploited to take control over critical systems.
In this paper we investigate the reliability of temperature-based control systems from a security and safety perspective. We show how unexpected consequences and safety risks can be induced by physical-level attacks on analog temperature sensing components. For instance, we demonstrate that an adversary could remotely manipulate the temperature sensor measurements of an infant incubator to cause potential safety issues, without tampering with the victim system or triggering automatic temperature alarms. This attack exploits the unintended rectification effect that can be induced in operational and instrumentation amplifiers to control the sensor output, tricking the internal control loop of the victim system to heat up or cool down. Furthermore, we show how the exploit of this hardware-level vulnerability could affect different classes of analog sensors that share similar signal conditioning processes.
Our experimental results indicate that conventional defenses commonly deployed in these systems are not sufficient to mitigate the threat, so we propose a prototype design of a low-cost anomaly detector for critical applications to ensure the integrity of temperature sensor signals.",96,https://dl.acm.org/doi/abs/10.1145/3319535.3354195,"""supply chain"" source:""Conference on Computer and Communications Security""",,,,,,,,,,,,,,,,
Truth serum: Poisoning machine learning models to reveal their secrets,"['F Tramèr', 'R Shokri', 'A San Joaquin', 'H Le']",2022,… and Communications …,"Backdoors can also be inserted via supply-chain vulnerabilities, rather than data  poisoning attacks [26, 39, 40]. However, none of these poisoning attacks have the goal of","We introduce a new class of attacks on machine learning models. We show that an adversary who can poison a training dataset can cause models trained on this dataset to leak significant private details of training points belonging to other parties. Our active inference attacks connect two independent lines of work targeting the integrity and privacy of machine learning training data.
Our attacks are effective across membership inference, attribute inference, and data extraction. For example, our targeted attacks can poison <0.1% of the training dataset to boost the performance of inference attacks by 1 to 2 orders of magnitude. Further, an adversary who controls a significant fraction of the training data (e.g., 50%) can launch untargeted attacks that enable 8× more precise inference on all other users' otherwise-private data points.
Our results cast doubts on the relevance of cryptographic privacy guarantees in multiparty computation protocols for machine learning, if parties can arbitrarily select their share of training data.",126,https://dl.acm.org/doi/abs/10.1145/3548606.3560554,"""supply chain"" source:""Conference on Computer and Communications Security""",,,,,,,,,,,,,,,,
Understanding and detecting mobile ad fraud through the lens of invalid traffic,"['S Sun', 'L Yu', 'X Zhang', 'M Xue', 'R Zhou', 'H Zhu']",2021,… and Communications …,"To prevent various types of counterfeit inventories across the advertising ecosystem, by  boosting transparency in the supply chain, Interactive Advertising Bureau (IAB) Tech Lab","Along with gaining popularity of Real-Time Bidding (RTB) based programmatic advertising, the click farm based invalid traffic, which leverages massive real smartphones to carry out large-scale ad fraud campaigns, is becoming one of the major threats against online advertisement. In this study, we take an initial step towards the detection and large-scale measurement of the click farm based invalid traffic. Our study begins with a measurement on the device's features using a real-world labeled dataset, which reveals a series of features distinguishing the fraudulent devices from the benign ones. Based on these features, we develop EvilHunter, a system for detecting fraudulent devices through ad bid request logs with a focus on clustering fraudulent devices. EvilHunter functions by 1) building a classifier to distinguish fraudulent and benign devices; 2) clustering devices based on app usage patterns; and 3) relabeling devices in clusters through majority voting. EvilHunter demonstrates 97% precision and 95% recall on a real-world labeled dataset. By investigating a super click farm, we reveal several cheating strategies that are commonly adopted by fraudulent clusters. We further reduce the overhead of EvilHunter and discuss how to deploy the optimized EvilHunter in a real-world system. We are in partnership with a leading ad verification company to integrate EvilHunter into their industrial platform.",18,https://dl.acm.org/doi/abs/10.1145/3460120.3484547,"""supply chain"" source:""Conference on Computer and Communications Security""",,,,,,,,,,,,,,,,
Unhelpful assumptions in software security research,"['I Ryan', 'U Roedig', 'KJ Stol']",2023,… on Computer and Communications Security,"Enck and Williams identified considerable security energy amongst organisations debating  supply chain security, despite compliance weariness [28]. The absence of secure coding","In the study of software security many factors must be considered. Once venturing beyond the simplest of laboratory experiments, the researcher is obliged to contend with exponentially complex conditions. Software security has been shown to be affected by priming, tool usability, library documentation, organisational security culture, the content and format of internet resources, IT team and developer interaction, Internet search engine ordering, developer personality, security warning placement, mentoring, developer experience and more. In a systematic review of software security papers published since 2016, we have identified a number of unhelpful assumptions that are commonly made by software security researchers. In this paper we list these assumptions, describe why they sometimes do not reflect reality, and suggest implications for researchers.",13,https://dl.acm.org/doi/abs/10.1145/3576915.3623122,"""supply chain"" source:""Conference on Computer and Communications Security""",,,,,,,,,,,,,,,,
Unsafe diffusion: On the generation of unsafe images and hateful memes from text-to-image models,"['Y Qu', 'X Shen', 'X He', 'M Backes', 'S Zannettou']",2023,… communications security,"Third, we discuss several mitigating measures following the supply chain of a Text-to-Image  model, including curating training data before model training, regulating prompts when the","State-of-the-art Text-to-Image models like Stable Diffusion and DALLE\cdot2 are revolutionizing how people generate visual content. At the same time, society has serious concerns about how adversaries can exploit such models to generate problematic or unsafe images. In this work, we focus on demystifying the generation of unsafe images and hateful memes from Text-to-Image models. We first construct a typology of unsafe images consisting of five categories (sexually explicit, violent, disturbing, hateful, and political). Then, we assess the proportion of unsafe images generated by four advanced Text-to-Image models using four prompt datasets. We find that Text-to-Image models can generate a substantial percentage of unsafe images; across four models and four prompt datasets, 14.56% of all generated images are unsafe. When comparing the four Text-to-Image models, we find different risk levels, with Stable Diffusion being the most prone to generating unsafe content (18.92% of all generated images are unsafe). Given Stable Diffusion's tendency to generate more unsafe content, we evaluate its potential to generate hateful meme variants if exploited by an adversary to attack a specific individual or community. We employ three image editing methods, DreamBooth, Textual Inversion, and SDEdit, which are supported by Stable Diffusion to generate variants. Our evaluation result shows that 24% of the generated images using DreamBooth are hateful meme variants that present the features of the original hateful meme and the target individual/community; these generated images are comparable to hateful meme variants collected from the real world. Overall, our results demonstrate that the danger of large-scale generation of unsafe images is imminent. We discuss several mitigating measures, such as curating training data, regulating prompts, and implementing safety filters, and encourage better safeguard tools to be developed to prevent unsafe generation.1 Our code is available at https://github.com/YitingQu/unsafe-diffusion.",98,https://dl.acm.org/doi/abs/10.1145/3576915.3616679,"""supply chain"" source:""Conference on Computer and Communications Security""",,,,,,,,,,,,,,,,
"Unveiling Collusion-Based Ad Attribution Laundering Fraud: Detection, Analysis, and Security Implications","['T Zhu', 'C Shou', 'Z Huang', 'G Chen', 'X Zhang']",2024,… and Communications …,"This effort forms a supply chain for ads, with each entity playing a crucial role. In detail, as  shown in Fig. 1, when a user uses a developer’s app, the associated ad inventory undergoes","In recent years, the growth of mobile advertising has been driven by in-app programmatic advertising and technologies like Real-Time Bidding (RTB). However, this growth has also led to an increase in ad fraud, such as click injection, background ad activity, etc. While existing studies have primarily concentrated on ad fraud within individual apps or devices, this paper introduces a new form of collusion-based ad fraud, named ad attribution laundering fraud (ALF). ALF involves multiple apps collaborating to deceive advertisers by misrepresenting the app where ads are displayed. The collusion-based approach allows lower-quality apps to exploit the reputable identities of seemingly legitimate apps. This deceives advertisers or ad networks into believing that the advertisements they place are reaching potentially valid end-users on the legitimate app. The seemingly legitimate ad events and ad attribution procedures employed by individual apps in such attacks can evade detection by existing tools.
To detect ALF, we design and implement the first detection framework, AlfScan. It overcomes two challenges to extract apps' identities from diverse and obfuscated apps using both static and dynamic analysis techniques, then cross-check the identities to identify ALF. We evaluate AlfScan on a 200-app ground truth dataset, and it achieves 92% precision and 92% recall. We use AlfScan to conduct a large-scale analysis on 91, 006 apps and identify 4, 515 unique fraudulent apps and 1, 483 fraudulent clusters, exposing patterns among fraudulent developers and revealing reliability issues in third-party app development frameworks. We also find that through ALF, fraudulent apps can generate invalid ad traffic that is 2.43 times to 33.33 greater than the ad traffic they would normally generate. After reporting our findings to 15 ad network companies, 4 companies expressed interest in testing AlfScan. In particular, we have submitted 344 apps to the Unity ad team, and they have confirmed that the apps were involved in fraudulent activities.",0,https://dl.acm.org/doi/abs/10.1145/3658644.3670314,"""supply chain"" source:""Conference on Computer and Communications Security""",,,,,,,,,,,,,,,,
Using range-revocable pseudonyms to provide backward unlinkability in the edge,"['C Correia', 'M Correia', 'L Rodrigues']",2023,… on Computer and Communications …,In this paper we propose a novel abstraction that we have named Range-Revocable Pseudonyms  (RRPs). RRPs are a new class of pseudonyms whose validity can be revoked for any,"In this paper we propose a novel abstraction that we have named Range-Revocable Pseudonyms (RRPs). RRPs are a new class of pseudonyms whose validity can be revoked for any time-range within its original validity period. The key feature of RRPs is that the information provided to revoke a pseudonym for a given time-range cannot be linked with the information provided when using the pseudonym outside the revoked range. We provide an algorithm to implement RRPs using efficient cryptographic primitives where the space complexity of the pseudonym is constant, regardless of the granularity of the revocation range, and the space complexity of the revocation information only grows logarithmically with the granularity; this makes the use of RRPs far more efficient than the use of many short-lived pseudonyms. We have used RRPs to design EDGAR, an access control system for VANET scenarios that offers backward unlinkability. The experimental evaluation of EDGAR shows that, when using RRPs, the revocation can be performed efficiently (even when using time slots as small as 1 second) and that users can authenticate with low latency (0.5-3.5ms ).",4,https://dl.acm.org/doi/abs/10.1145/3576915.3623111,"""supply chain"" source:""Conference on Computer and Communications Security""",,,,,,,,,,,,,,,,
Vehicle routing problem with weight coefficients and stochastic demands based on the cross-entropy method,['Y Qiu'],2009,… Conference on Computer and Communications …,The cross-entropy (CE) method is a new generic approach to combinatorial and multi-extremal  optimization and rare event simulation. Vehicle Routing Problem has been approved a,The cross-entropy (CE) method is a new generic approach to combinatorial and multi-extremal optimization and rare event simulation. Vehicle Routing Problem has been approved a NP problem and it belongs to classical Combination Optimization hard problem. An effective algorithm based on cross-entropy is designed to solve the model which named Vehicle Routing Problem with Weight Coefficients and Stochastic Demands (WVRPSD) with weight coefficients and stochastic demands. Numerical experiments have been conducted and the results indicate that the method can effectively solve this problem.,1,https://ieeexplore.ieee.org/abstract/document/5380267/,"""supply chain"" source:""Conference on Computer and Communications Security""",,,,,,,,,,,,,,,,
VFCFinder: Pairing Security Advisories and Patches,"['T Dunlap', 'E Lin', 'W Enck', 'B Reaves']",2024,… on Computer and Communications …,"This dataset is not representative of the broader software supply chain. We address this  limitation by curating data from 3,389 advisories across 2,138 different projects. (2) Non-","Security advisories are the primary channel of communication for discovered vulnerabilities in open-source software, but they often lack crucial information. Specifically, 63% of vulnerability database reports are missing their patch links, also referred to as vulnerability fixing commits (VFCs). This paper introduces VFCFinder, a tool that generates the top-five ranked set of VFCs for a given security advisory using Natural Language Programming Language (NL-PL) models. VFCFinder achieves a 96.6% recall for finding the correct VFC within the Top-5 commits, and an 80.0% recall for the Top-1 ranked commit. VFCFinder generalizes to nine different programming languages and outperforms state-of-the-art approaches by 36 percentage points in terms of Top-1 recall. As a practical contribution, we used VFCFinder to backfill over 300 missing VFCs in the GitHub Security Advisory (GHSA) database. All of the VFCs were accepted and merged into the GHSA database. In addition to demonstrating a practical pairing of security advisories to VFCs, our general open-source implementation will allow vulnerability database maintainers to drastically improve data quality, supporting efforts to secure the software supply chain.",8,https://dl.acm.org/doi/abs/10.1145/3634737.3657007,"""supply chain"" source:""Conference on Computer and Communications Security""",,,,,,,,,,,,,,,,
VMUD: Detecting Recurring Vulnerabilities with Multiple Fixing Functions via Function Selection and Semantic Equivalent Statement Matching,"['K Huang', 'C Lu', 'Y Cao', 'B Chen', 'X Peng']",2024,… and Communications Security,"vulnerabilities in open-source software have raised significant concerns, such as inaccurate  vulnerability reports [6, 58], silent vulnerability fixes [64], and software supply chain attacks [7","The widespread use of open-source software (OSS) has led to extensive code reuse, making vulnerabilities in OSS significantly pervasive. The vulnerabilities due to code reuse in OSS are commonly known as vulnerable code clones (VCCs) or recurring vulnerabilities. Existing approaches primarily employ clone-based techniques to detect recurring vulnerabilities by matching vulnerable functions in software projects. These techniques do not incorporate specially designed mechanisms for vulnerabilities with multiple fixing functions (VM). Typically, they generate a signature for each fixing function and report VM using a matching-one-in-all approach. However, the variation in vulnerability context across diverse fixing functions results in varying accuracy levels in detecting VM, potentially limiting the effectiveness of existing methods.
In this paper, we introduce VMud, a novel approach for detecting Vulnerabilities with Multiple Fixing Functions. VMud identifies vulnerable function clones (VCCs) through function matching similar to existing methods. However, VMud takes a different approach by only selecting the critical functions from VM for signature generation, which are a subset of the fixing functions. This step ensures that VMud focuses on fixing functions that offer sufficient knowledge about the VM. To cope with the potential decrease in recall due to excluding the remaining fixing functions, VMud employs semantic equivalent statement matching using these critical functions. It aims to uncover more VM by creating two signatures of each critical function and matching precisely by contextual semantic equivalent statement mapping on the two signatures. Our evaluation has demonstrated that VMud surpasses state-of-the-art vulnerability detection approaches by 30.30% in terms of F1-Score. Furthermore, VMud has successfully detected 275 new VM from 84 projects, with 42 confirmed cases and 5 assigned CVE identifiers.",1,https://dl.acm.org/doi/abs/10.1145/3658644.3690372,"""supply chain"" source:""Conference on Computer and Communications Security""",,,,,,,,,,,,,,,,
Watch out! simple horizontal class backdoor can trivially evade defense,"['H Ma', 'S Wang', 'Y Gao', 'Z Zhang', 'H Qiu', 'M Xue']",2024,… and Communications …,"All current backdoor attacks on deep learning (DL) models fall under the category of a vertical  class backdoor (VCB).In VCB attacks, any sample from a class activates the implanted","All current backdoor attacks on deep learning (DL) models fall under the category of a vertical class backdoor (VCB).In VCB attacks, any sample from a class activates the implanted backdoor when the secret trigger is present, regardless of whether it is a sub-type source-class-agnostic backdoor or a source-class-specific backdoor. For example, a trigger of sunglasses could mislead a facial recognition model when either an arbitrary (source-class-agnostic) or a specific (source-class-specific) person wears sunglasses. Existing defense strategiesoverwhelmingly focus on countering VCB attacks, especially those that are source-class-agnostic. This narrow focus neglects the potential threat of other simpler yet general backdoor types, leading to false security implications. It is, therefore, crucial to discover and elucidate unknown backdoor types, particularly those that can be easily implemented, as a mandatory step before developing countermeasures.
This study introduces a new, simple, and general type of backdoor attack, the horizontal class backdoor (HCB), that trivially breaches the class dependence characteristic of the VCB, bringing a fresh perspective to the field. An HCB is activated when the trigger is presented together with an innocuous feature,regardless of class. For example, under an HCB, the trigger of sunglasses could mislead a facial recognition model in the presence of the innocuous feature smiling. Smiling is innocuous because it is irrelevant to the main task of facial recognition. The key is that these innocuous features (such as rain, fog, or snow in autonomous driving or facial expressions like smiling or sadness in facial recognition) are horizontally sharedamong classes but are only exhibited by partial samples per class. Extensive experiments on attacking performance across various tasks, including MNIST, facial recognition, traffic sign recognition, object detection, and medical diagnosis, confirm the high efficiency and effectiveness of the HCB. We rigorously evaluated the evasiveness of the HCB against a series of eleven representative countermeasures, including Fine-Pruning (RAID 18'), STRIP (ACSAC 19'), Neural Cleanse (Oakland 19'), ABS (CCS 19'), Februus (ACSAC 20'), NAD (ICLR 21'), MNTD (Oakland 21'), SCAn (USENIX SEC 21'), MOTH (Oakland 22'), Beatrix (NDSS 23'), and MM-BD (Oakland 24'). None of these countermeasures prove robustness, even when employing a simplistic trigger, such as a small and static white-square patch.
",5,https://dl.acm.org/doi/abs/10.1145/3658644.3670361,"""supply chain"" source:""Conference on Computer and Communications Security""",,,,,,,,,,,,,,,,
When machine unlearning jeopardizes privacy,"['M Chen', 'Z Zhang', 'T Wang', 'M Backes']",2021,… and communications …,"The right to be forgotten states that a data owner has the right to erase their data from an entity  storing it. In the context of machine learning (ML), the right to be forgotten requires an ML","The right to be forgotten states that a data owner has the right to erase their data from an entity storing it. In the context of machine learning (ML), the right to be forgotten requires an ML model owner to remove the data owner's data from the training set used to build the ML model, a process known asmachine unlearning. While originally designed to protect the privacy of the data owner, we argue that machine unlearning may leave some imprint of the data in the ML model and thus create unintended privacy risks. In this paper, we perform the first study on investigating the unintended information leakage caused by machine unlearning. We propose a novel membership inference attack that leverages the different outputs of an ML model's two versions to infer whether a target sample is part of the training set of the original model but out of the training set of the corresponding unlearned model. Our experiments demonstrate that the proposed membership inference attack achieves strong performance. More importantly, we show that our attack in multiple cases outperforms the classical membership inference attack on the original ML model, which indicates that machine unlearning can have counterproductive effects on privacy. We notice that the privacy degradation is especially significant for well-generalized ML models where classical membership inference does not perform well. We further investigate four mechanisms to mitigate the newly discovered privacy risks and show that releasing the predicted label only, temperature scaling, and differential privacy are effective. We believe that our results can help improve privacy protection in practical implementations of machine unlearning. \footnoteOur code is available at \urlhttps://github.com/MinChen00/UnlearningLeaks.",260,https://dl.acm.org/doi/abs/10.1145/3460120.3484756,"""supply chain"" source:""Conference on Computer and Communications Security""",,,,,,,,,,,,,,,,
Who's in control? on security risks of disjointed iot device management channels,"['Y Jia', 'B Yuan', 'L Xing', 'D Zhao', 'Y Zhang']",2021,… and Communications …,"Worse still, some manuals even miss DMCs their devices support, possibly due to the  complexity of the IoT supply chain. For example, the manual of MiHome Lamp (branded and sold","An IoT device today can be managed through different channels, e.g., by its device manufacturer's app, or third-party channels such as Apple's Home app, or a smart speaker. Supporting each channel is a management framework integrated in the device and provided by different parties. For example, a device that integrates Apple HomeKit framework can be managed by Apple Home app. We call the management framework of this kind, including all its device- and cloud-side components, a device management channel (DMC). 4 third-party DMCs are widely integrated in today's IoT devices along with the device manufacturer's own DMC: HomeKit, Zigbee/Z-Wave compatible DMC, and smart-speaker Seamless DMC. Each of these DMCs is a standalone system that has full mandate on the device; however, if their security policies and control are not aligned, consequences can be serious, allowing a malicious user to utilize one DMC to bypass the security control imposed by the device owner on another DMC. We call such a problem Chaotic Device Management (Codema).
This paper presents the first systematic study on Codema, based on a new model-guided approach. We purchased and analyzed 14 top-rated IoT devices and their integration and management of multiple DMCs. We found that Codema is both general and fundamental: these DMCs are generally not designed to coordinate with each other for security policies and control. The Codema problems enable the adversary to practically gain unauthorized access to sensitive devices (e.g., locks, garage doors, etc.). We reported our findings to affected parties (e.g., Apple, August, Philips Hue, ismartgate, Abode), which all acknowledged their importance. To mitigate this new threat, we designed and implemented CGuard, a new access control framework that device manufacturers can easily integrate into their IoT devices to protect end users. Our evaluation shows that CGuard is highly usable and acceptable to users, easy to adopt by manufacturers, and efficient and effective in security control.",30,https://dl.acm.org/doi/abs/10.1145/3460120.3484592,"""supply chain"" source:""Conference on Computer and Communications Security""",,,,,,,,,,,,,,,,
Wolf at the door: Preventing install-time attacks in npm with latch,"['E Wyss', 'A Wittman', 'D Davidson', 'L De Carli']",2022,… Communications Security,also be a vector for a software supply chain attack. In such an attack Recently publicized  software supply chain attacks have  install-time software supply chain compromise by proposing,"The npm software ecosystem allows developers to easily import code written by others. However, manual vetting of every individual installed component is made difficult in many cases by the number of transitive dependencies brought in by installing popular packages. This has enabled attackers to propagate malicious code by hiding it deep into the dependency chains of popular packages. A particularly dangerous form of attack comes from malicious code embedded into package install scripts.
We tackle the problem of preventing undesirable install-time behavior by proposing Latch, a system for mediating install-time capabilities of npm packages. Latch generates permission manifests summarizing each package's install-time behavior and checks them against user-defined policies to ensure compliance. Policies in Latch are expressed in a rich formal policy language that covers a broad range of use cases. Our key insight is that expressive Latch policies empower users to define and enforce their own individualized security needs.
Evaluation of practical Latch policies on all publicly available npm packages and on a number of real-world attack packages demonstrates that our approach is effective in identifying and stopping unwanted behavior while minimizing disruption due to undesired alerts.",34,https://dl.acm.org/doi/abs/10.1145/3488932.3523262,"""supply chain"" source:""Conference on Computer and Communications Security""",,,,,,,,,,,,,,,,
